WKT,municipio_colonia
"MULTIPOLYGON (((-109.945378937964 27.5013614610777,-109.945363740724 27.5035168505993,-109.945348327617 27.5055301079481,-109.945348084129 27.5055619622407,-109.945343243845 27.5061941271778,-109.945337590534 27.506932510797,-109.945332472493 27.5076008675718,-109.945337445688 27.5081135257218,-109.945347942571 27.5097072769333,-109.944746564285 27.5097132837893,-109.94375696411 27.5097028079626,-109.94277542533 27.5097186265512,-109.942778409895 27.5076395742796,-109.942772910795 27.5055323080263,-109.942768215345 27.5034917122721,-109.942780465096 27.5013507941165,-109.94375340043 27.5013547941482,-109.944728712389 27.5013587967986,-109.945378937964 27.5013614610777)))","Cajeme, Quinta Diaz"
"MULTIPOLYGON (((-109.939713994928 27.45977976873,-109.939742333026 27.459323648916,-109.939751598554 27.4591746919756,-109.93976545645 27.4585408510396,-109.939775906984 27.4580626728609,-109.939789207066 27.4572395962646,-109.940116723786 27.4572411453346,-109.941449132704 27.4572474578273,-109.941459097228 27.4577734533376,-109.941450100315 27.4581887883743,-109.941445212479 27.4582910988356,-109.941445480039 27.4586387220905,-109.941438289069 27.458694643442,-109.94144122317 27.4590670411981,-109.941446624009 27.4595227284077,-109.941459361995 27.4597865305396,-109.941389874485 27.4597862490773,-109.939713994928 27.45977976873)))","Cajeme, Quinta Real"
"MULTIPOLYGON (((-109.918979476201 27.5056815858992,-109.917016824012 27.5056715854818,-109.91702110087 27.5043348015983,-109.917027086975 27.5039387625907,-109.917050620354 27.5023818567041,-109.917808001123 27.5023942044347,-109.917997975604 27.5023973019565,-109.918368668209 27.5024033432705,-109.918966690058 27.5024130878094,-109.919474274348 27.5024132192643,-109.920331820962 27.5024074163408,-109.921636123503 27.5024377909899,-109.922899831015 27.5024140589425,-109.923854653923 27.502419405546,-109.923857711935 27.5035076529615,-109.923853797932 27.505671879211,-109.921637373982 27.505685678497,-109.920288491004 27.5056943615234,-109.918979476201 27.5056815858992)))","Cajeme, Real Campestre"
"MULTIPOLYGON (((-109.898195648321 27.4901433418659,-109.898188440237 27.4901036020535,-109.898190144569 27.4864110437664,-109.898184413932 27.4828537034721,-109.898197977651 27.4825211015732,-109.900297794258 27.4825136743277,-109.9020424634 27.4825005527394,-109.902563241426 27.4825009160529,-109.902586429346 27.482853415143,-109.902586121684 27.4828788814177,-109.902561072504 27.4849524778855,-109.902555144266 27.4854140127306,-109.902538523504 27.4867084140338,-109.902521628159 27.488013139117,-109.902501538152 27.4901664434439,-109.902277701802 27.4901659369002,-109.902188248846 27.4901625264519,-109.900987061528 27.4901557505177,-109.900879491139 27.4901545639382,-109.900779731748 27.4901473514148,-109.899675676649 27.4901345677668,-109.898195648321 27.4901433418659)))","Cajeme, Real de Sevilla"
"MULTIPOLYGON (((-109.957751255223 27.4938415572622,-109.95775274096 27.4935504314287,-109.957758875933 27.4923475840058,-109.957835754362 27.492350250181,-109.959483671866 27.4931489353885,-109.959850441073 27.4933643658978,-109.959940695124 27.4933956855441,-109.959932501179 27.4938361195008,-109.958615966102 27.4938394053851,-109.958568230657 27.4938395243492,-109.957751255223 27.4938415572622)))","Cajeme, Real del Arco"
"MULTIPOLYGON (((-109.92171812825 27.5124931516561,-109.92049884557 27.5124910087815,-109.919365056189 27.5124890075506,-109.91905411531 27.5124894037748,-109.919048573507 27.5123933152248,-109.919025425302 27.5118663958541,-109.919010045123 27.5105750005241,-109.919006654056 27.5092525736944,-109.919070295709 27.5089455247729,-109.918994946441 27.5086575888947,-109.920323628344 27.5086506374795,-109.921643381621 27.5086448659049,-109.923856678119 27.508635191451,-109.923863502389 27.5090790714574,-109.923861950846 27.5092036849524,-109.923856235001 27.5096629004223,-109.923841567375 27.5108413517809,-109.923851689216 27.5112767082893,-109.923851147524 27.511738805878,-109.923399471252 27.511741834203,-109.92318675379 27.5118075969087,-109.922182638143 27.512190370695,-109.921972944299 27.5122745783097,-109.921815549235 27.5124363051728,-109.921818159042 27.5124933270527,-109.92171812825 27.5124931516561)))","Cajeme, Real del Norte"
"MULTIPOLYGON (((-109.926530729275 27.5231766399416,-109.926584116517 27.5205260121671,-109.92657956806 27.5198670528658,-109.926575540115 27.5192834838731,-109.926574319027 27.5191064974961,-109.926628167777 27.5191081376163,-109.926867198087 27.5191154177228,-109.927259781978 27.517545401524,-109.929620878079 27.5175434760431,-109.929616320665 27.5192773206758,-109.932794638174 27.5192250633927,-109.932764105733 27.5230983974872,-109.932073019345 27.5230599288187,-109.931554178777 27.5230541233502,-109.929623039736 27.5230537694697,-109.929691158055 27.5233283476445,-109.929692430487 27.5236091350479,-109.92968998029 27.5238621938154,-109.929685510035 27.5243237585395,-109.929692056102 27.5247229889515,-109.929694971542 27.5247732917212,-109.929716867798 27.5254874250536,-109.929693349523 27.52689140155,-109.92749158211 27.5268851620997,-109.926456884266 27.5268426117842,-109.926530729275 27.5231766399416)))","Cajeme, Real del Sol"
"MULTIPOLYGON (((-109.936499532913 27.4597454341498,-109.936487169807 27.4595824498654,-109.936316229747 27.4573288458974,-109.936328429649 27.4571936111394,-109.93866173487 27.4572222364746,-109.939789207066 27.4572395962646,-109.939775906984 27.4580626728609,-109.93976545645 27.4585408510396,-109.939751598554 27.4591746919756,-109.939742333026 27.459323648916,-109.939713994928 27.45977976873,-109.938097484873 27.4597625050434,-109.936499532913 27.4597454341498)))","Cajeme, Real del Valle 1"
"MULTIPOLYGON (((-109.932721650873 27.4597050044138,-109.932725790101 27.4574180039908,-109.932726173694 27.4572059220055,-109.934899322388 27.4571817114877,-109.936328429649 27.4571936111394,-109.936316229747 27.4573288458974,-109.936487169807 27.4595824498654,-109.936499532913 27.4597454341498,-109.932721650873 27.4597050044138)))","Cajeme, Real del Valle 2"
"MULTIPOLYGON (((-109.932786930304 27.4740202727635,-109.932787902133 27.4738440843373,-109.932793676475 27.472797438131,-109.932787708125 27.4712904296257,-109.932804080543 27.4676674967438,-109.93278768852 27.4667706402444,-109.932884087348 27.4667600160836,-109.934137231913 27.4667581253052,-109.934874745063 27.4667618038238,-109.934879273203 27.4671525961143,-109.934890078504 27.4676820064198,-109.934890132576 27.4677282557608,-109.93489067598 27.4681943445938,-109.934899182644 27.4687132183857,-109.934903041617 27.4691960188916,-109.934902795774 27.469700797374,-109.934906754052 27.4701998963037,-109.934902131096 27.4706767094879,-109.934892084224 27.4712102770532,-109.934894650542 27.4717354622106,-109.93489723411 27.4722644276972,-109.93489741403 27.4723006549945,-109.934899768853 27.472783078683,-109.934902181479 27.4732770569048,-109.934904929092 27.473839372566,-109.934896650081 27.4740396322374,-109.934811017192 27.474047156956,-109.932910939546 27.4740152709959,-109.932786930304 27.4740202727635)))","Cajeme, Reforma"
"MULTIPOLYGON (((-109.912523002224 27.5105875894344,-109.912548125525 27.5110510171462,-109.912250977499 27.5110466062707,-109.911956030808 27.5110422278841,-109.910755309309 27.5110323321671,-109.910765048075 27.5105159178041,-109.91077385965 27.5100686143201,-109.911960608027 27.5100749655846,-109.91225246063 27.5100705138623,-109.912523002224 27.5105875894344)))","Cajeme, Residencial Real del Bosque"
"MULTIPOLYGON (((-109.927966052149 27.5893783216383,-109.928697264763 27.5893937533562,-109.929062869418 27.5894014648814,-109.929753651767 27.5894263230665,-109.930194771784 27.5894521099225,-109.93019701406 27.5895592978613,-109.930199366633 27.5900562050736,-109.930202413078 27.5904568955341,-109.930205307346 27.5908374648708,-109.930210083389 27.5912253145178,-109.930214902064 27.5916055465172,-109.929374031861 27.5916073859972,-109.928145843133 27.5916094370316,-109.928017797405 27.5912237955065,-109.927920608981 27.5908456328553,-109.927925200181 27.5904560324468,-109.927928721414 27.5900622603753,-109.927966052149 27.5893783216383)))","Cajeme, Robinson Bours"
"MULTIPOLYGON (((-109.953173356643 27.4513247209642,-109.953173286265 27.4512597929416,-109.953173110731 27.4510982308093,-109.953172745989 27.4507615588562,-109.953172144843 27.4502064869143,-109.953171401546 27.4495203270335,-109.953167690911 27.4460863925548,-109.954594762486 27.4460796634485,-109.954559566493 27.4482937997899,-109.956284499183 27.4483028087121,-109.956570021923 27.4483042965541,-109.956521955952 27.4513804743975,-109.956166888741 27.4513692947824,-109.953252299763 27.4513257383336,-109.953173356643 27.4513247209642)))","Cajeme, Robles del Castillo"
"MULTIPOLYGON (((-110.03105114004 27.3636586809626,-110.031058696995 27.3633692235772,-110.031037334851 27.3628844839915,-110.031033440023 27.3623879556836,-110.03103028295 27.3618853182123,-110.031031256061 27.3613802638311,-110.031030151427 27.3608827996328,-110.031030309166 27.3598960653327,-110.031015760119 27.3593843679713,-110.031020294885 27.358863440567,-110.031009996266 27.3582962067135,-110.030871308155 27.3579755966431,-110.030837464632 27.3577136585834,-110.030794054077 27.3574100755472,-110.03080619554 27.3571881064036,-110.030795717622 27.3568183712556,-110.030796155464 27.3566894716993,-110.032466345117 27.3566961639866,-110.032974975999 27.356717113203,-110.032989434084 27.357181231679,-110.032976457538 27.3577289576861,-110.032986308958 27.3578562085701,-110.033948121084 27.3578495510217,-110.035145213699 27.3578455993842,-110.035103098834 27.3590146614305,-110.035104871526 27.3597208680189,-110.035128527332 27.3599267125659,-110.035132726269 27.3603902240289,-110.035130332807 27.3608243404115,-110.035128352504 27.3612798608127,-110.035132385562 27.361742912756,-110.035129991118 27.3621770293192,-110.035131313985 27.3626564190939,-110.035124864206 27.3630843933362,-110.035127249391 27.3636984820795,-110.033061747045 27.3636655340999,-110.03105114004 27.3636586809626)))","Cajeme, Rodolfo Felix Valdez"
"MULTIPOLYGON (((-109.9214658807 27.4671414188205,-109.921454085409 27.4652188475938,-109.921450233872 27.4645918270467,-109.921449111152 27.4642381588216,-109.921448751575 27.4641250973919,-109.921448392955 27.464012034991,-109.921804803351 27.4640076313909,-109.922870113924 27.4639944614539,-109.924394681662 27.4640055426289,-109.924395852248 27.464125461875,-109.924397023793 27.4642453801479,-109.924398316446 27.4643777260319,-109.924395118398 27.4649315398858,-109.924390371723 27.4654204639159,-109.924392717435 27.4658205411563,-109.924394407407 27.4662191074417,-109.924384850506 27.4671448533413,-109.923843532192 27.4671442189256,-109.923335405566 27.4671436217557,-109.922212570528 27.4671422958351,-109.921792637193 27.4671417973107,-109.9214658807 27.4671414188205)))","Cajeme, San Anselmo"
"MULTIPOLYGON (((-109.91135197044 27.5191338743674,-109.911343007007 27.5184762569297,-109.911340479974 27.5182908301811,-109.911336557025 27.5180030900697,-109.911330339089 27.5175468687963,-109.91132384497 27.5170704752287,-109.911311200827 27.5161428437979,-109.911302276905 27.5147641522891,-109.910458723864 27.5149080351007,-109.910284167269 27.5134491898166,-109.911627854835 27.5132121635181,-109.912127172796 27.5131240799701,-109.912338915647 27.5130867270711,-109.912648076352 27.5129107787088,-109.912687793217 27.5133610028809,-109.912716634791 27.5138225205706,-109.912701022027 27.5142787305223,-109.912718048854 27.5147590786619,-109.912713957132 27.5152262169264,-109.91271467371 27.5156734247378,-109.91270282236 27.5161436596726,-109.912722697698 27.5166002402835,-109.912727659533 27.5170669977542,-109.912727351547 27.5175261599216,-109.912736904912 27.5180141989925,-109.91272715991 27.5184454406809,-109.912727063229 27.5189116573428,-109.912727018126 27.5191308568921,-109.912171956273 27.5191320766006,-109.911672581744 27.5191331718508,-109.91135197044 27.5191338743674)))","Cajeme, San Antonio"
"MULTIPOLYGON (((-109.907315406394 27.4917919677071,-109.90731235662 27.4916940485614,-109.90731641094 27.4908635104863,-109.90730426761 27.4904523468954,-109.907304242074 27.4903793933053,-109.907304288836 27.4901683739344,-109.908545879835 27.490157832176,-109.908544337961 27.4903856583372,-109.908540294182 27.4904202192894,-109.908536250345 27.4904547793361,-109.908536234848 27.4915889210973,-109.908543361612 27.4917017443993,-109.908548066431 27.4917986628081,-109.90797852618 27.4917967236221,-109.907315406394 27.4917919677071)))","Cajeme, San Jorge"
"MULTIPOLYGON (((-109.963176645163 27.5770914526059,-109.963620266065 27.5764000075061,-109.963780344636 27.5761508634111,-109.964407493693 27.575174762753,-109.964966079713 27.5743053616773,-109.965046485363 27.57418166327,-109.966148714745 27.5747018148378,-109.966041717198 27.5748950092384,-109.966607697904 27.5749426700691,-109.967271007377 27.5749756639534,-109.967474022561 27.574984420213,-109.967944513675 27.5749495200886,-109.968248109898 27.5749113454547,-109.968500453288 27.5748898085099,-109.968720834772 27.5748266063861,-109.969269115034 27.5744661854745,-109.969868232838 27.5741016142446,-109.969844530054 27.5746237137607,-109.969812257286 27.5753345551685,-109.969239406455 27.5756236850314,-109.968637932642 27.5758897580812,-109.96802348772 27.5761495212479,-109.967707956892 27.5763044136203,-109.967627954115 27.5763488720896,-109.967536497467 27.5764576059585,-109.967451942806 27.5766017895369,-109.967345592308 27.5767554646081,-109.967157812603 27.5769890803725,-109.967117450839 27.5770392922589,-109.965278298424 27.5776987583839,-109.964819776791 27.5778988730811,-109.964223055143 27.5775807219833,-109.964171849714 27.577652756798,-109.963176645163 27.5770914526059)))","Cajeme, San Jose"
"MULTIPOLYGON (((-109.97369917404 27.4973151062863,-109.973721214514 27.4967045209092,-109.9737158641 27.495146448548,-109.975549554035 27.4951247072272,-109.977405082047 27.495086592307,-109.978751493703 27.4950830004326,-109.980164466924 27.4950794692169,-109.981912581058 27.4950594153254,-109.982030835979 27.4950646254498,-109.982085255826 27.4951253342729,-109.982022823251 27.4955016018968,-109.982089369166 27.496310038408,-109.982082363034 27.4966054385612,-109.982045177034 27.4970344790817,-109.98203851236 27.4974092425138,-109.981658735335 27.4973900255674,-109.981646173994 27.497312217384,-109.980138982833 27.4973063295833,-109.978771155718 27.4973101930552,-109.977411106098 27.4973160467421,-109.975570300739 27.4973269451789,-109.973838475682 27.4973176125281,-109.97369917404 27.4973151062863)))","Cajeme, San Juan Capistrano"
"MULTIPOLYGON (((-109.908548066431 27.4917986628081,-109.908543361612 27.4917017443993,-109.908536234848 27.4915889210973,-109.908536250345 27.4904547793361,-109.908540294182 27.4904202192894,-109.908544337961 27.4903856583372,-109.908545879835 27.490157832176,-109.909773006458 27.4901472975938,-109.909880934389 27.4901383728954,-109.909855272673 27.4918060517513,-109.909117606755 27.4918006008808,-109.908548066431 27.4917986628081)))","Cajeme, San Miguel"
"MULTIPOLYGON (((-109.916344628926 27.4600303796408,-109.916340526623 27.4591800221083,-109.915397595931 27.4591759598314,-109.915398039352 27.4574473839587,-109.915401688722 27.457178061244,-109.915343837345 27.4570932292294,-109.91533636227 27.4549874913614,-109.915337373528 27.4549509771956,-109.91526927127 27.454764112296,-109.915264547485 27.4534654170307,-109.915261588701 27.4533927927128,-109.91527117853 27.4532453536271,-109.917171771956 27.4532366334452,-109.917214804151 27.4532341657679,-109.9172669203 27.4532318649745,-109.918037290887 27.4532358394561,-109.919197120162 27.4532418142863,-109.919274747049 27.4532376157418,-109.919328648706 27.4532352960475,-109.919353685291 27.4532352102179,-109.921238627828 27.453228749544,-109.92129160153 27.4532260352336,-109.921329513562 27.4532240927958,-109.921515757939 27.4532254074817,-109.92151671676 27.4536875821858,-109.921508313707 27.4548175486608,-109.921458984377 27.4549041810706,-109.921220174841 27.4549030235189,-109.92121870202 27.4554996257509,-109.921225050417 27.4559741473255,-109.921222241332 27.4568791144292,-109.921492275313 27.4568811048044,-109.921492294209 27.4569055642234,-109.921501891609 27.4586487231355,-109.921506151198 27.4586923265193,-109.921509041019 27.4587282928165,-109.921507933925 27.4592068510756,-109.921503682089 27.4599574520161,-109.921497109518 27.4600039613421,-109.916344628926 27.4600303796408)))","Cajeme, San Rafael"
